,hsa:10161,hsa:10800,hsa:11255,hsa:1128,hsa:1129,hsa:1131,hsa:1132,hsa:1133,hsa:1234,hsa:1241,hsa:1268,hsa:134,hsa:135,hsa:136,hsa:140,hsa:146,hsa:147,hsa:148,hsa:150,hsa:151,hsa:152,hsa:153,hsa:154,hsa:155,hsa:1812,hsa:1813,hsa:1814,hsa:1815,hsa:1816,hsa:185,hsa:1909,hsa:1910,hsa:222545,hsa:23620,hsa:2550,hsa:2846,hsa:2911,hsa:2912,hsa:2913,hsa:2914,hsa:2915,hsa:2916,hsa:2917,hsa:2918,hsa:3269,hsa:3274,hsa:3350,hsa:3351,hsa:3352,hsa:3354,hsa:3355,hsa:3356,hsa:3357,hsa:3358,hsa:3360,hsa:3361,hsa:3362,hsa:3363,hsa:338442,hsa:3577,hsa:4543,hsa:4985,hsa:4986,hsa:4988,hsa:5028,hsa:5029,hsa:5030,hsa:5031,hsa:5032,hsa:552,hsa:554,hsa:56413,hsa:57105,hsa:5724,hsa:5729,hsa:5731,hsa:5732,hsa:5733,hsa:5737,hsa:5739,hsa:59340,hsa:6010,hsa:64805,hsa:6751,hsa:6752,hsa:6753,hsa:6755,hsa:6915,hsa:7201,hsa:8843,hsa:886,hsa:887,hsa:9052,hsa:9283,hsa:9934
hsa:10161,1.0,0.26830711773810934,0.08122344704142855,0.06753678838787051,0.07250372077921094,0.060565717336359626,0.07584630827375262,0.06623847472190524,0.2130234617926546,0.13744138670044703,0.06788699885962389,0.08684011996376176,0.0729216472580964,0.10360218190127284,0.08982895490230049,0.06955863134376304,0.09764001169359193,0.09837918738233303,0.06270718042245534,0.06062620830386722,0.06527879271192501,0.08421674865919389,0.11626947289735481,0.07704408807545607,0.10922942647704145,0.08469101572791879,0.08974591772109307,0.05588375694491322,0.099384187687655,0.23428601031068463,0.11958495090722186,0.12077202793853639,0.03245631596391023,0.09749136973941455,0.01868143562871605,0.5128798195712508,0.02363816016712681,0.02140511554814473,0.030093762357893888,0.0247543660112919,0.023372494649241807,0.018476960173464955,0.019694396148149256,0.02216127566526413,0.07498784310635058,0.1067907439853727,0.07046868655194059,0.08696412249315766,0.09216447972184827,0.08000586770174338,0.09502783738181793,0.09513375802120753,0.08155478588599349,0.08165647932178063,0.09370691483845305,0.08334762598987157,0.05241549238442988,0.08110320533157662,0.18388929020307107,0.20844091556809768,0.11252491811020557,0.19431352747392797,0.20302773977843938,0.20225366714532853,0.2327142400600809,0.2518707493892112,0.25699196954324066,0.22165240027305697,0.12389853734379477,0.08447938135066126,0.06232461831494121,0.09407605484171803,0.24568431942294397,0.240422024845541,0.04037675126066853,0.034314056935679384,0.036835033651144086,0.054877236881334675,0.06994430079898864,0.04596472058235013,0.0806376891152853,0.09465619408723105,0.1919037536985465,0.18963730434546738,0.20278232689223072,0.1601706041568692,0.1854644041757992,0.050465288602779185,0.0898766380254066,0.18112894492774725,0.11124388175475061,0.09608745962173629,0.028637987290595912,0.06216826245839904,0.18133341813625053
hsa:10800,0.26830711773810934,1.0,0.056591815668121014,0.04051056396438722,0.054221842034576924,0.045092710210901124,0.06016376326665227,0.04783862640093195,0.1894486255884556,0.17188567475608596,0.04516634159664002,0.09498535897955233,0.0803338663339964,0.09894643946976624,0.07809379766679822,0.07421285030259195,0.09502095993043856,0.11095813364342817,0.06312103822337511,0.060038085011525216,0.05111250383527968,0.08248024784431827,0.11009144282691911,0.06811651346148273,0.09081882888433544,0.07891560376039472,0.09302693526619082,0.053441479907112885,0.07071865406108709,0.20641442737078272,0.09193189145092537,0.09275366328210737,0.02545008872711848,0.09773431146562482,0.017038721898058964,0.24223880319441585,0.02298333334254877,0.0237383906262287,0.04054340896840431,0.025869077266230053,0.02436355311608693,0.028180563858046966,0.023159196473583808,0.026698578577954667,0.05231162863119028,0.09562461163522384,0.06942972710277319,0.0783427450844089,0.06937174875138599,0.0914913369957709,0.09135494772509856,0.07966087684021109,0.07015251119207087,0.09377013961370852,0.08340586603186946,0.06825406583598823,0.04948096732920279,0.07010656188912828,0.18175572567755044,0.18860573040442577,0.10280332311890217,0.1768141851061808,0.18775960652628396,0.1901528215628757,0.26730374078142044,0.2154670502539932,0.18895028842789957,0.21798746169397656,0.11419943005315784,0.09467687397061608,0.07594777670331561,0.1055574901496878,0.3172033814178718,0.23675755346970592,0.04300305343829057,0.03073187347727393,0.05166236164923082,0.08146602255726262,0.09783446996892141,0.07086028186853793,0.08809203220631902,0.09952436846666154,0.17188938739740453,0.1796719506554314,0.17986291346488598,0.14673218877229174,0.157172753366993,0.052691218130311614,0.10442278646731361,0.1770127591996157,0.1268016425770698,0.0797519948069687,0.029763362024091498,0.04846516848904026,0.19235689361579136
hsa:11255,0.08122344704142855,0.056591815668121014,1.0,0.25023992828538416,0.2179916141678534,0.20408030261997642,0.22525557939708718,0.20996221468962725,0.08155789828295386,0.09450402862002766,0.06704936884288173,0.10818895473310844,0.10774926983760631,0.11756438354883716,0.08410096173806972,0.16176977079949112,0.1429202923630651,0.1561118371163585,0.20755573526425622,0.20430708856480473,0.2104864845536886,0.18973110536261584,0.15052438925084244,0.17738612365234993,0.15151633061680106,0.1793598592238514,0.17937830608436595,0.18464705228439177,0.14331261155690794,0.0943777828821939,0.07928736801895153,0.07319215203697035,0.020088998859059157,0.06935608819019361,0.013579414648544775,0.07579244732340777,0.015589033293542357,0.01672732681417345,0.014357282174671028,0.013185917394727669,0.01719178672731253,0.01538393453233157,0.014093851047735289,0.012810652382615022,0.18237672946357703,0.13986066902034924,0.18319664936681815,0.18127946416555207,0.17437590491432373,0.13556994282126178,0.14661981540582236,0.1283589076070815,0.12154373829992408,0.13084906302581803,0.14992956778891747,0.15351574135046198,0.16471389150611007,0.14522104139634506,0.064461212782256,0.09034702078824892,0.11717026894298907,0.1254699264692975,0.12259063011511898,0.11975843244585012,0.059836345838622206,0.06750641255869069,0.05975934626247239,0.05758839244032935,0.04984357113823951,0.07795705873064325,0.08414486133556248,0.06547757831784272,0.06937054486305226,0.06452966149613701,0.032659656747666396,0.06905467915596987,0.057408416170317514,0.05613427603681691,0.02948075868951303,0.040853377761110386,0.3340116420849754,0.08606880711286873,0.06053406034553469,0.10901884514903053,0.1113057649219628,0.11781450409868935,0.12784385606706747,0.04997718786275622,0.09981075140709808,0.060735625879366595,0.11293487063500063,0.11887622889045345,0.024786084393303445,0.05737569618615522,0.06022184242745856
hsa:1128,0.06753678838787051,0.04051056396438722,0.25023992828538416,1.0,0.42605136272373706,0.48015430767308015,0.43387641713469177,0.496483431878786,0.07956725379655312,0.08114864353735099,0.07689155137043825,0.14247687335264853,0.12042810857427796,0.10546261498222226,0.14348298748736826,0.15885468308290857,0.16660191766881555,0.17312055653873812,0.19264768329374374,0.1873837710457395,0.17900094212269638,0.1824991024614088,0.16963297651425266,0.17873859474686196,0.1594554712814607,0.17821912551080607,0.17433988547133486,0.18002726718551224,0.1591181174478364,0.09500511051751716,0.05619781318156412,0.06450214395134225,0.02166322017199881,0.08845993313860151,0.011090858342850054,0.053286261827819786,0.015088195593395437,0.018260431975179913,0.013685284098840664,0.01866584577637493,0.016794251964231333,0.019040008140702242,0.01591658634064562,0.014661896688167404,0.214452627893946,0.17102068894737413,0.21504223572393114,0.22055833699094038,0.1966785495090547,0.20155240164753188,0.20549640326168403,0.14303501565228735,0.1529662714951813,0.16338627225417404,0.17771179632670767,0.15930135570247375,0.164875556885019,0.1635014186843199,0.05517190646756041,0.07351257268126536,0.09630483042901876,0.10526113864747368,0.10973516107560208,0.11083813485525204,0.05406426710699819,0.06485215280077616,0.05238634262624354,0.08114864353735099,0.049516254230742233,0.07073000973282724,0.05245384212934292,0.0592734145362594,0.05414471153421225,0.05444148423081902,0.047867260804954063,0.0438220771418127,0.04137452992653966,0.02907983141678934,0.03491504606741017,0.035918852299162606,0.17856621600419315,0.08424359873606685,0.060543291037082454,0.10527160485163381,0.09727991170352983,0.1024477311353965,0.11133248376827883,0.05280841373929048,0.09579096551882471,0.05022466282810025,0.1034189088949523,0.11890455718325156,0.025100115618208237,0.046660795695090046,0.05660274489412487
hsa:1129,0.07250372077921094,0.054221842034576924,0.2179916141678534,0.42605136272373706,1.0,0.39857333885447743,0.5585134053897065,0.40389691445901305,0.07597891398631108,0.08351957861777085,0.06492722561927279,0.11652266802522648,0.10076656794560937,0.09222301800987923,0.1215846817250745,0.14241705914686878,0.17114052389129414,0.17956606506790423,0.16374166722952865,0.15799481539779223,0.16771014522149644,0.14497933149324818,0.15110159527617303,0.13745691348346586,0.16146249225103285,0.18293459567601084,0.1788877027094957,0.16083121147971297,0.1570149294894757,0.09611884484690837,0.06273328000651662,0.05399777705452362,0.020923386580484645,0.056597077799041405,0.02046283439632043,0.06135727085599411,0.01546227561034772,0.016454195135996816,0.01709608121906445,0.015302406848398648,0.015003807467575979,0.013035131094155794,0.015760860635447196,0.018023038411137823,0.20693720990657782,0.15046785237557248,0.21447882950827724,0.20105968019889262,0.1903577243904695,0.18911502161256702,0.21167110729621297,0.1375916572655427,0.1430621886976867,0.14641567310591536,0.16220727996740986,0.15826686392489897,0.11993187362964816,0.16682600496601754,0.048475460865453325,0.06706857905913517,0.09695851439490691,0.11073303419052177,0.10921260001113763,0.10835234968056255,0.05541052209234104,0.05980920471115311,0.05097637492724274,0.06584731995372078,0.044696844441081546,0.06961548942776052,0.048972785085762,0.05171479744908662,0.05028050624385875,0.04915809810835384,0.0361128588991022,0.02480233723599243,0.0404039547580397,0.027497067858221647,0.036543937880429755,0.029575314022055342,0.17800628379324304,0.08890839837139579,0.0552237713068076,0.10069152712852429,0.10902535922506836,0.10434526395971497,0.11851017692631502,0.037111838548110426,0.12623270708982853,0.050193764847428685,0.10378503776889998,0.10661115650750869,0.02719460000546676,0.05583842559114819,0.06894974323474513
hsa:1131,0.060565717336359626,0.045092710210901124,0.20408030261997642,0.48015430767308015,0.39857333885447743,1.0,0.40264862228780185,0.47650092209355654,0.07526889339056157,0.07873310124878712,0.06279559466484495,0.1038259024362476,0.09618612899460786,0.09413057713519594,0.10051825298430406,0.14211997024302986,0.14387699425740186,0.1468641673186894,0.15517764814173876,0.14133405911941854,0.16068959849373293,0.14143336960412883,0.14796545552839835,0.12034393628905117,0.14030501034819884,0.1751516549898642,0.14714940804736687,0.13203297584081086,0.1341882279994199,0.09253876661804745,0.048532727829329755,0.06471142221137584,0.023822240486113717,0.05903051061518804,0.01734679152362114,0.05054538851166498,0.011727908231280375,0.017460253645614834,0.01629292798562495,0.018309852786135058,0.013822118132119058,0.01388432542929835,0.015603884027984133,0.0198454878447218,0.18261042657106502,0.13625071386276275,0.19264492725928317,0.19038601139765804,0.17575368201367023,0.18693243647552066,0.1906860509703015,0.13562987830395326,0.12947672929858636,0.13491553152832397,0.15467168697986503,0.1414387108389948,0.11911430808599191,0.14505745987941007,0.05260995244138534,0.06715140197844892,0.07982932078763454,0.08119482551971981,0.08372918331737214,0.09400002005333974,0.05244576920245719,0.04457899304894614,0.03601006756042603,0.06902628054688185,0.05709819854533453,0.05802182674127478,0.03339320460937704,0.051944446446388695,0.05738890276552653,0.05507099334903152,0.044505742214479414,0.02349345724419086,0.027790540368746487,0.03645252850168642,0.033612353546252804,0.024341017784734974,0.16763334920144246,0.06703280827185969,0.046425143432727745,0.09977805637378964,0.08105773499130768,0.08482306477147639,0.08289456439607097,0.04444852863645968,0.09462426312061531,0.048682372393480944,0.08768966065598019,0.08729721424496148,0.022978023313736388,0.04369083452148065,0.04910610236968046
hsa:1132,0.07584630827375262,0.06016376326665227,0.22525557939708718,0.43387641713469177,0.5585134053897065,0.40264862228780185,1.0,0.4255048973562302,0.07410357764292441,0.08322261881145891,0.06819103365637795,0.11177828989371857,0.11427574181879888,0.10514278859794939,0.12070245308867748,0.14918673432310098,0.1699322899528555,0.17059385051271697,0.16302814433850787,0.16393028882578606,0.17538123924177595,0.16907215469671766,0.14862267354095765,0.1549545654570648,0.15558145148512847,0.19910747855852012,0.18556940049433152,0.18249246499072833,0.14482696123266767,0.09057993334342478,0.06907881607791706,0.062618955911477,0.020009074025242258,0.05563613745112046,0.01759770422970762,0.05642843049487525,0.017090883427303222,0.01541203551839615,0.01840990081282808,0.015015731304921332,0.022170467278713763,0.019296662742588313,0.02052991831284645,0.017129615227470536,0.20441985470776708,0.15479362910172426,0.20714563585619825,0.2074431892658879,0.1919999537692492,0.18735648514134887,0.20947162216489162,0.14447463319568407,0.15509517895885883,0.15248228288752375,0.1702038421979737,0.14380622767925016,0.12510325062184363,0.17106333651460193,0.05075596135727127,0.08288006419644076,0.09746952154858166,0.10650367239141176,0.11766430005256197,0.1138769447800813,0.05603417864296537,0.06781433046893356,0.052322262283089234,0.07171055626693433,0.04224789763450527,0.07406118393700867,0.03895058759328081,0.06543968056689216,0.04483166359068284,0.0565026030711131,0.037403283568600114,0.04006737659339562,0.033473914833384084,0.03787216110221305,0.02943044945264294,0.03601029245979405,0.15561697765968016,0.07990431748216781,0.05851618935436223,0.10378121553630087,0.09585739103592904,0.10704382237702527,0.11022937462619206,0.050852704665860844,0.10763446651376225,0.052147366648751754,0.10473586487988058,0.10770715214199993,0.02554818632763263,0.05135366325489789,0.06397917762172135
hsa:1133,0.06623847472190524,0.04783862640093195,0.20996221468962725,0.496483431878786,0.40389691445901305,0.47650092209355654,0.4255048973562302,1.0,0.06245437957362121,0.0751312788691926,0.05668117211264552,0.10859698513616557,0.10608268741103377,0.09868351462921389,0.11051102646917484,0.13895991611879513,0.14219814731310895,0.14693415036898252,0.16345016076218963,0.16911298686713847,0.15707463870179522,0.15452833955052087,0.1517342271012354,0.13135568020639996,0.15695444631735714,0.1726423789958167,0.16031568750702846,0.14289678577424433,0.13493472629091668,0.0849927019530944,0.056293531263012994,0.06124817772671729,0.021666901956957665,0.07380552142247074,0.01628980019119135,0.04941547689508889,0.016435180370703555,0.015892644105452707,0.015517583933314195,0.019287064737511506,0.015049793626746005,0.020247504365038256,0.021761233270845778,0.02089400412399696,0.19899902977841527,0.14520461513349706,0.1920554301372802,0.1896921275204686,0.17462783955238695,0.17971613193379618,0.19466356757686473,0.13322399663913456,0.13714079724757677,0.13781546047169985,0.15075831885313268,0.1328825464476739,0.1368101687138369,0.15022103447927182,0.05952393527045538,0.06979544825726097,0.0872628433350933,0.10148113359118605,0.10114798524150106,0.10016306878769882,0.05207014914919647,0.04726334887272285,0.04686703046810385,0.07287508430855619,0.05377106789242445,0.06088771940908113,0.04114184624134042,0.049073554272830555,0.0544474471115311,0.053376051268362375,0.025788762697667184,0.026239014712152557,0.028627173259298252,0.025835109558175286,0.02834527694267414,0.03555921147429079,0.17030297229545815,0.07538811858737644,0.042516663437661646,0.10015493882699655,0.08499829015182847,0.07511839517212981,0.08016833321731373,0.04649105946006062,0.09274781958083145,0.05009150116003227,0.09151897879614997,0.0960214688814264,0.02731127954790951,0.044019825095538014,0.062449755684697184
hsa:1234,0.2130234617926546,0.1894486255884556,0.08155789828295386,0.07956725379655312,0.07597891398631108,0.07526889339056157,0.07410357764292441,0.06245437957362121,1.0,0.15297503097090526,0.07023849836856341,0.0822292413001384,0.08842787471378631,0.10699205083478862,0.09464332146887822,0.08313717379523759,0.08591636551983821,0.10440166012434572,0.07073434581289116,0.07575240878740583,0.0838872554003645,0.08774195227501344,0.10879320387143185,0.10004355832071456,0.08795528065640164,0.07147432735045114,0.08700422383544769,0.05652278576144783,0.09740262097236217,0.25067983836761915,0.11270086921682627,0.12478573492158751,0.026591670287573702,0.08483842273052086,0.01766469156652188,0.19054835677517346,0.023974781077701957,0.01515115134353111,0.01984886724981264,0.024490762519222956,0.02034291954056085,0.020349660296985476,0.019148732425358556,0.023611845804394713,0.0684471079458239,0.13149134828296544,0.10048364470535553,0.08992532358495908,0.09541182033183512,0.09038520096726786,0.09804516122180111,0.09174990222881176,0.08374441031934818,0.09684843659409414,0.10323833455198568,0.08326850860863166,0.06524772287260916,0.08951580540700477,0.1475545806682463,0.28014451211545327,0.1263708105103763,0.1927753895470799,0.21998334474867967,0.20136476891287464,0.16645806850371858,0.1463197979956016,0.15778630675375505,0.1499099574906139,0.10656775860050706,0.1015777857799923,0.0897126951077275,0.10687306108375874,0.20200556203029602,0.1832030465568979,0.06288920099977424,0.0336914677394782,0.06962203880363321,0.07333396043529777,0.08683856337704103,0.051971717660115824,0.11319292770323823,0.13762217011765823,0.1589077492689724,0.1977523856967407,0.19023211518770133,0.17902531488969975,0.20770358538267375,0.06185511494322928,0.1386325168903798,0.14571195803191916,0.1325657742173167,0.12246797073429572,0.03642817888011688,0.06012408422040372,0.15984142691532233
hsa:1241,0.13744138670044703,0.17188567475608596,0.09450402862002766,0.08114864353735099,0.08351957861777085,0.07873310124878712,0.08322261881145891,0.0751312788691926,0.15297503097090526,1.0,0.06526841081089119,0.12450994572939814,0.10383119120434643,0.12331113496506434,0.10509364912447322,0.10393360388809052,0.09933672522852298,0.10711231212572911,0.07160647326489021,0.0730609707857782,0.07555162172555929,0.12249413570028904,0.10777781197925554,0.11653232893028338,0.09993401502247777,0.09116710708894908,0.09921039014936486,0.08230068053054052,0.09448504571872259,0.17967199014977056,0.0898486855904234,0.08971680435162215,0.0190459860219678,0.10077084474709298,0.01543839399849005,0.13561659375341453,0.016901181201208496,0.01695767028127437,0.017379805906501174,0.019963626223903637,0.01891912365582907,0.02247040328685104,0.014475929348652463,0.01955295207236508,0.08271379454036969,0.10367239813737417,0.08934689450409969,0.0901330821323027,0.10087183217988947,0.08861661149812691,0.0848820786948984,0.09267265604492908,0.08205720827385912,0.09247643596209926,0.10117615028785741,0.0887481540869189,0.08792355073750394,0.0908882562497278,0.110419276207438,0.15644276137377788,0.10579816497704235,0.16481712448132751,0.16819645482370257,0.1494943892493546,0.155032340407799,0.14797040870944783,0.12473398602889559,0.14722698684962837,0.1249538862905499,0.10826230870281627,0.13331152213700406,0.3417127594718071,0.13458550706132527,0.1113104510698569,0.050122268709493045,0.06807698773496178,0.07896328305455111,0.08130981742921325,0.06904723979276485,0.06825100167445271,0.0922145221911798,0.09385174087713175,0.10150612477545969,0.17915887939543834,0.19626463855445256,0.2111987683261869,0.21254427316666683,0.0725676275874204,0.11383812362712983,0.10517116885093439,0.14438127703159406,0.13584879041168282,0.03737398870603856,0.05932171227842237,0.10894540186942445
